"","X.2","サブプロット","階層","種名","DK1999","被度2006","被度2012","被度2018","X","memo","X.1","DK2006"
"825",825,23,"C","ヤマハハコ",0.5,0,0,"0.5","","",NA,0
"826",826,23,"C","ヤマブキショウマ",0.5,0.5,0.5,"","","photo",NA,0.5
"827",827,23,"C","ヨモギ",3,5,0,"2","","",NA,4
"828",828,23,"C","キオン",0.5,0,0,"","","",NA,0
"829",829,23,"C","タテヤマオウギ",2,0,0,"","","",NA,0
"830",830,23,"C","チゴユリ",2,0,0,"0.5","","",NA,0
"831",831,23,"C","ノコンギク",4,0,0,"","","",NA,0
"832",832,23,"C","メシダ",2,0,0,"","","",NA,0
"833",833,23,"C","ユキザサ",0.5,0,0,"2","","",NA,0
"834",834,23,"C","ウラジロタデ",NA,NA,0.1,"","","",NA,NA
"835",835,23,"C","サカゲイノデ",NA,NA,0.5,"0.1","","",NA,NA
"836",836,23,"C","スギナ",NA,NA,0.1,"0.1","","",NA,NA
"837",837,23,"C","ヤマソテツ",NA,NA,0.5,"0.5","","",NA,NA
"838",838,23,"C","ヤグルマソウ",NA,NA,0.1,"","","0.1na",NA,NA
"839",839,23,"C","オオシラビソ",NA,NA,0.1,"","","",NA,NA
"840",840,23,"C","ミヤマイタチシダ",NA,NA,0.5,"0.1","","photo",NA,NA
"841",841,23,"S","チシマザサ",9,30,60,"70","","",NA,6
"842",842,NA,"","アカショウマ",NA,NA,NA,"1","","",NA,NA
"843",843,NA,"","マルバダケブキ",NA,NA,NA,"0.5","","",NA,NA
"844",844,NA,"","シラネニンジン",NA,NA,NA,"0.5","","",NA,NA
"845",845,24,"B2","オオシラビソ",5,8,0,"0.5","","",NA,4
"846",846,24,"B2","オガラバナ",3,0,0,"","","",NA,0
"847",847,24,"B2","オノエヤナギ",5,10,8,"6","","",NA,5
"848",848,24,"B2","クロツリバナ",2,2,3,"2","","",NA,2
"849",849,24,"B2","ダケカンバ",5,5,0,"1","","",NA,4
"850",850,24,"B2","ミヤマハンノキ",5,8,0.5,"","","",NA,4
"851",851,24,"C","アキカラマツ",0,1,1,"","","",NA,1
"852",852,24,"C","イタドリ",5,5,3,"8","","",NA,4
"853",853,24,"C","エンレイソウ",0.5,0.5,0.1,"0.5","","",NA,0.5
"854",854,24,"C","オオイタドリ",4,20,5,"20","","",NA,6
"855",855,24,"C","コウゾリナ",4,0,0,"","","",NA,0
"856",856,24,"C","コガネギク",0,1,0,"","","",NA,1
"857",857,24,"C","ゴマナ",1,5,0,"6","","",NA,4
"858",858,24,"C","コミヤマカタバミ",0.5,3,5,"5","","",NA,3
"859",859,24,"C","シラネワラビ",1,0,0.5,"","","",NA,0
"860",860,24,"C","タテヤマアザミ",3,10,5,"4","","",NA,5
"861",861,24,"C","ツクバネソウ",0.5,0,0,"","","",NA,0
"862",862,24,"C","ヒゲノガリヤス",3,3,0.5,"","","",NA,3
"863",863,24,"C","ヒメゴヨウイチゴ",5,5,3,"3","","",NA,4
"864",864,24,"C","ヒメタケシマラン",0,1,1,"0.5","","",NA,1
"865",865,24,"C","フキ",4,10,2,"2","","",NA,5
"866",866,24,"C","マイヅルソウ",1,0,0,"0.1","","",NA,0
"867",867,24,"C","ミヤマカンスゲ",5,12,8,"10","","",NA,5
"868",868,24,"C","ミヤマシシウド",1,0.5,0,"8","","",NA,0.5
"869",869,24,"C","ミヤマワラビ",1,0,0.1,"0.1","","",NA,0
"870",870,24,"C","ヤグルマソウ",0,2,2,"0.5","","",NA,2
"871",871,24,"C","ヤマブキショウマ",0.5,1,0.5,"","","",NA,1
"872",872,24,"C","ヨツバヒヨドリ",0.5,0.5,0,"","","",NA,0.5
"873",873,24,"C","ヨモギ",5,4,0,"3","","",NA,3
"874",874,24,"C","セイヨウタンポポ",2,0,0,"","","",NA,0
"875",875,24,"C","タテヤマオウギ",3,0,0,"","","",NA,0
"876",876,24,"C","チゴユリ",0.5,0,0,"","","",NA,0
"877",877,24,"C","ノコンギク",4,0,0,"","","",NA,0
"878",878,24,"C","ミヤマアキノキリンソウ",0.5,0,0.1,"","","",NA,0
"879",879,24,"C","メシダ",0.5,0,0,"","","",NA,0
"880",880,24,"C","オオハナウド",NA,NA,3,"1","","",NA,NA
"881",881,24,"C","テガタチドリ",NA,NA,0.1,"","","",NA,NA
"882",882,24,"C","ミヤマセンキュウ",NA,NA,0.1,"","","photo",NA,NA
"883",883,24,"C","ヤマイヌワラビ",NA,NA,1,"0.5","","photo",NA,NA
"884",884,24,"C","ユキザサ",NA,NA,0.1,"","","",NA,NA
"885",885,24,"C","アカショウマ",NA,NA,0.1,"1","","",NA,NA
"886",886,24,"C","ヒロハユキザサ",NA,NA,0.5,"0.5","","photo",NA,NA
"887",887,24,"C","オオバショリマ",NA,NA,0.5,"0.5","","",NA,NA
"888",888,24,"C","カニコウモリ",NA,NA,1,"0.5","","photo",NA,NA
"889",889,24,"C","ミズバショウ",NA,NA,0.1,"0.5","","photo",NA,NA
"890",890,24,"C","サンカヨウ",NA,NA,0.5,"","","",NA,NA
"891",891,24,"C","スギナ",NA,NA,0.1,"0.1","","",NA,NA
"892",892,24,"S","チシマザサ",9,90,85,"90","","",NA,9
"893",893,NA,"","バッコヤナギ",NA,NA,NA,"1","","",NA,NA
"894",894,NA,"","シノブカグマ",NA,NA,NA,"0.5","","",NA,NA
"895",895,NA,"","アイイタドリ",NA,NA,NA,"0.1","","",NA,NA
"896",896,NA,"","コメススキ",NA,NA,NA,"0.1","","",NA,NA
"897",897,NA,"","ヤマソテツ",NA,NA,NA,"0.5","","",NA,NA
"898",898,NA,"","ミヤマイタチシダ",NA,NA,NA,"0.5","","",NA,NA
"899",899,25,"B2","オオシラビソ",7,30,18,"20","","",NA,6
"900",900,25,"B2","オガラバナ",4,0,0,"","","",NA,0
"901",901,25,"B2","オノエヤナギ",5,10,7,"5","","",NA,5
"902",902,25,"B2","ダケカンバ",8,30,3,"4","","",NA,6
"903",903,25,"B2","ナナカマド",0.5,5,6,"7","","",NA,4
"904",904,25,"B2","バッコヤナギ",0,0.5,0.5,"","","",NA,0.5
"905",905,25,"B2","ミネカエデ",0,8,5,"3","","",NA,4
"906",906,25,"C","アキカラマツ",1,5,1,"1","","",NA,4
"907",907,25,"C","イタドリ",4,0,0.5,"12","","",NA,0
"908",908,25,"C","オオイタドリ",0,15,12,"20","","",NA,5
"909",909,25,"C","オオバショリマ",0,5,2,"","","",NA,4
"910",910,25,"C","コウゾリナ",0,0.5,0,"","","",NA,0.5
"911",911,25,"C","ゴゼンタチバナ",0,0.5,0,"","","",NA,0.5
"912",912,25,"C","コミヤマカタバミ",0,4,4,"5","","",NA,3
"913",913,25,"C","タテヤマアザミ",3,10,5,"4","","",NA,5
"914",914,25,"C","ヒメタケシマラン",0,1,0.5,"0.5","","",NA,1
"915",915,25,"C","ヒロハユキザサ",0,1,0.5,"0.5","","",NA,1
"916",916,25,"C","フキ",3,5,5,"8","","",NA,4
"917",917,25,"C","マイヅルソウ",1,0,3,"6","","",NA,0
"918",918,25,"C","ミヤマカンスゲ",8,60,40,"70","","",NA,8
"919",919,25,"C","ミヤマシシウド",1,0,4,"5","","",NA,0
"920",920,25,"C","ミヤマワラビ",0,1,0.1,"0.5","","",NA,1
"921",921,25,"C","モミジカラマツ",5,8,10,"10","","",NA,4
"922",922,25,"C","ヤマドリゼンマイ",1,0,0,"1","","",NA,0
"923",923,25,"C","ヤマブキショウマ",0.5,4,0.1,"","","",NA,3
"924",924,25,"C","ヨツバヒヨドリ",3,2,2,"","","",NA,2
"925",925,25,"C","ヨモギ",4,5,0,"5","","",NA,4
"926",926,25,"C","オシダ",0.5,0,0,"","","",NA,0
"927",927,25,"C","ゴゼンタチバナ",0.5,0,0,"","","",NA,0
"928",928,25,"C","チゴユリ",0.5,0,0.5,"0.5","","",NA,0
"929",929,25,"C","ハクモウイノデ",0.5,0,0,"","","",NA,0
"930",930,25,"C","ミヤマアキノキリンソウ",3,0,0,"","","w",NA,0
"931",931,25,"C","ユキザサ",1,0,0,"0.5","","",NA,0
"932",932,25,"C","ミヤマカタバミ",NA,NA,0.5,"","","",NA,NA
"933",933,25,"C","アカショウマ",NA,NA,0.1,"1","","",NA,NA
"934",934,25,"C","エンレイソウ",NA,NA,0.5,"0.5","","",NA,NA
"935",935,25,"C","ヒメノガリヤス",NA,NA,0.1,"","","",NA,NA
"936",936,25,"S","チシマザサ",7,0,70,"30","","",NA,0
"937",937,NA,"","バッコヤナギ",NA,NA,NA,"0.5","","",NA,NA
"938",938,NA,"","サカゲイノデ",NA,NA,NA,"1","","",NA,NA
"939",939,NA,"","ミヤマメシダ",NA,NA,NA,"0.5","","",NA,NA
"940",940,NA,"","ミヤマハンノキ",NA,NA,NA,"","","",NA,NA
"941",941,NA,"","タテヤマアザミ",NA,NA,NA,"0.5","","",NA,NA
"942",942,NA,"","シラネニンジン",NA,NA,NA,"1","","",NA,NA
"943",943,NA,"","テガタチドリ",NA,NA,NA,"0.1","","",NA,NA
